Report generated on: 04-21-2023 18:23:46
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"","GDP at purchasing power parities (Billion 2015$ PPP)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4701-34-KAZ-BDOLPPP.A","        Kazakhstan","--","--","--","--","--","--","--","--","--","--","--","--","176.728","160.469","141.269","129.7649","130.6677","132.5368","130.6995","133.2853","146.3035","165.9919","182.2236","199.052","218.109","239.1831","264.7492","288.3834","298.1028","301.3258","323.4448","347.6757","365.129","386.563","403.082","407.4162","411.0464","427.3318","444.8736","464.7923","453.0368","471.131","483.1793"
"INTL.4701-34-KEN-BDOLPPP.A","        Kenya","51.72803","53.68001","54.48869","55.20198","56.17089","58.58655","62.79163","66.51964","70.64597","73.95952","77.05994","78.16833","77.54338","77.81726","79.86602","83.38508","85.88888","86.12087","89.01066","90.88464","91.35033","95.42156","95.95291","98.77881","103.8192","109.9446","116.8881","124.8959","125.1859","129.705","140.1487","147.331","154.0848","159.9693","167.9999","176.3538","183.7955","190.8498","201.6025","211.8947","211.3366","227.2536","238.8931"
"INTL.4701-34-KIR-BDOLPPP.A","        Kiribati","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.1287546","0.1239639","0.12172","0.12086","0.1532586","0.1531997","0.1551133","0.1543355","0.156588","0.1578192","0.1652066","0.1601022","0.1690247","0.159939","0.1613195","0.168066","0.1652347","0.1734167","0.173331","0.1768584","0.1731592","0.1745496","0.1725942","0.1756362","0.1846571","0.1923418","0.1902333","0.209","0.2080007","0.2074918","0.2184352","0.2172565","0.2160681","0.2180589","0.2214399"
"INTL.4701-34-XKS-BDOLPPP.A","        Kosovo","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","12.19844","12.80836","13.43597","14.28244","14.52524","15.29507","15.79981","16.732","17.66899","18.5171","19.14669","20.06573","19.00224","21.03548","21.68809"
"INTL.4701-34-KWT-BDOLPPP.A","        Kuwait","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","59.67243","75.19129","55.55172","32.38934","59.81523","79.97866","86.87259","88.04268","88.65789","90.85777","94.0372","92.48588","96.85752","97.06415","99.98994","117.3142","129.3275","143.048","153.7977","163.0126","167.0549","155.234","151.5541","166.1464","177.1559","179.1915","180.0895","181.157","186.4574","177.6713","181.9958","180.9911","164.9643","169.0873","180.9169"
"INTL.4701-34-KGZ-BDOLPPP.A","        Kyrgyzstan","--","--","--","--","--","--","--","--","--","--","--","--","16.53327","13.26959","10.61645","10.00238","10.70516","11.74911","12.00552","12.46008","13.13228","13.84727","13.83465","14.8166","15.85168","15.81978","16.32214","17.70493","19.18901","19.77044","19.65965","20.82755","20.95146","23.23517","24.16458","25.107","26.1866","27.41736","28.45922","29.76835","27.2678","28.24946","29.30964"
"INTL.4701-34-LAO-BDOLPPP.A","        Laos","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","6.472439","7.39092","7.886453","8.225295","8.68261","9.195978","9.946277","10.64562","11.38319","12.16545","12.64813","13.57225","14.35928","15.18514","16.08391","17.05971","18.14432","19.43394","21.109","22.71262","24.48986","26.32703","28.57191","30.86871","33.34626","36.02273","38.76477","41.583","44.5033","47.57071","50.54291","53.30157","55.04773","56.96309","58.15152"
"INTL.4701-34-LVA-BDOLPPP.A","        Latvia","--","--","--","--","--","--","--","--","--","--","--","--","25.18522","21.44033","21.57989","22.37748","22.95666","24.98507","26.5682","27.30036","28.85012","30.67448","32.84864","35.61525","38.5658","42.70022","47.81227","52.56547","50.8577","43.60527","41.66229","42.7348","45.74425","46.66277","47.55052","49.398","50.56781","52.24281","54.32832","55.72469","54.49698","56.71377","57.6387"
"INTL.4701-34-LBN-BDOLPPP.A","        Lebanon","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","26.7879","15.41616","19.50647","29.15191","33.94408","37.59838","40.64582","43.26703","48.15006","48.65807","50.44175","50.17659","50.84993","52.80238","54.60986","56.37222","60.13753","61.75274","62.70963","68.54825","74.76498","82.41505","88.98773","89.75955","92.06172","95.58569","97.9601","98.413","99.9429","100.7244","99.00998","91.92356","72.25202","67.19348","65.39959"
"INTL.4701-34-LSO-BDOLPPP.A","        Lesotho","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","2.277647","2.462054","2.620558","2.728249","2.850071","2.953151","3.049436","3.18954","3.502568","3.787969","3.603353","3.710549","3.901242","4.066236","4.087883","4.279651","4.37781","4.496129","4.689795","4.911786","5.184368","5.111287","5.3877","5.640833","6.00683","6.107906","6.210162","6.402","6.634211","6.414967","6.317426","6.278823","5.926971","6.025101","6.198154"
"INTL.4701-34-LBR-BDOLPPP.A","        Liberia","9.25156","9.053891","8.833623","8.666069","8.483421","8.411898","8.270698","8.187842","8.020655","5.881683","2.880217","2.470496","1.603708","1.074884","0.8409685","0.80509","0.9026661","1.862001","2.42449","2.951605","3.796262","3.907129","4.05415","2.832018","2.906216","3.059695","3.305818","3.621039","3.879786","4.085445","4.334642","4.690122","5.065042","5.505043","5.543653","5.54264","5.456453","5.590404","5.655119","5.515588","5.3511","5.565139","5.749978"
"INTL.4701-34-LBY-BDOLPPP.A","        Libya","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","270.031","289.4718","300.2405","347.2435","337.8253","325.1123","331.4025","324.044","330.9595","348.2114","335.8421","338.3597","346.272","348.044","349.9494","402.5159","428.0234","480.661","512.0989","543.8039","543.7219","518.1442","545.4438","271.3743","505.92","327.2681","153.5573","137.239","116.0929","190.405","216.9504","238.4199","96.03723","260.7008","273.0171"
"INTL.4701-34-LTU-BDOLPPP.A","        Lithuania","--","--","--","--","--","--","--","--","--","--","--","--","47.34541","39.66321","35.78966","36.21587","38.02784","41.18123","44.2875","43.78396","45.41597","48.40488","51.66463","57.08686","60.80168","65.62276","70.50667","78.33125","80.2213","68.43934","69.5236","73.77608","76.583","79.37669","82.13336","83.78399","85.94355","89.59823","93.17325","97.43717","97.52401","103.2588","105.2346"
"INTL.4701-34-LUX-BDOLPPP.A","        Luxembourg","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","22.33141","24.51936","25.7937","28.02334","28.53337","29.73197","30.86781","31.32752","31.77624","33.48745","35.71632","38.63662","41.31262","42.57862","43.95604","45.11459","47.05704","48.22524","51.13226","55.26325","55.08267","53.28208","55.27211","55.84088","56.75276","58.54789","60.08295","61.454","64.51945","65.37363","66.19295","67.73356","67.20442","70.63047","72.22517"
"INTL.4701-34-MAC-BDOLPPP.A","        Macau","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","14.40198","15.12554","16.33261","16.93026","19.18186","20.17656","21.0348","21.728","21.63691","21.57653","20.59023","20.10458","21.26003","21.8741","23.82314","26.59647","33.67922","36.39897","41.27298","47.24779","48.85013","49.4726","61.90161","75.28245","82.24035","91.08352","89.21772","70.023","69.5477","76.49078","81.4357","79.39004","36.51043","43.07877","31.16368"
"INTL.4701-34-MDG-BDOLPPP.A","        Madagascar","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","20.02561","20.84163","21.49374","20.13827","20.37608","20.80396","20.79521","21.14427","21.59976","22.39755","23.27488","24.36862","25.45469","26.97694","23.62965","25.94179","27.30555","28.60416","30.14835","31.86999","34.00931","32.65618","32.8584","33.37705","34.38208","35.173","36.34749","37.486","38.98288","40.51619","41.81271","43.65248","40.53542","42.31993","44.07197"
"INTL.4701-34-MWI-BDOLPPP.A","        Malawi","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","8.270743","8.381959","8.859086","9.632504","8.926154","9.791263","8.78862","10.25885","11.00946","11.42698","11.87209","12.23328","12.42608","11.80789","12.00862","12.69379","13.38186","13.81928","14.46878","15.85778","17.06928","18.49082","19.7619","20.72115","21.1119","22.20972","23.47569","24.133","24.73247","25.72178","26.8514","28.31431","28.54083","29.32611","29.69287"
"INTL.4701-34-MYS-BDOLPPP.A","        Malaysia","104.3912","111.6391","118.3099","125.668","135.4224","133.8998","135.4432","142.7431","156.928","171.1451","186.5624","204.7004","222.9073","244.9623","267.5354","293.8391","323.2327","346.9172","321.3882","341.0926","370.6675","372.5861","392.6727","415.4034","443.579","465.6512","491.655","522.6246","547.8788","539.5849","580.2048","610.9179","644.3574","674.6016","715.1225","750.9297","784.345","829.9364","870.1314","908.5322","858.2499","884.789","961.7144"
"INTL.4701-34-MDV-BDOLPPP.A","        Maldives","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","2.625092e-7","2.625092e-7","1.886534","2.017673","2.14805","2.26497","2.434833","2.614215","2.819669","3.056182","3.285124","3.48775","3.62054","3.482337","3.734133","4.243763","4.499822","3.909035","4.929744","5.31002","5.813691","5.39343","5.78527","6.280879","6.438991","6.907819","7.414134","7.628","8.111484","8.696317","9.402729","10.07008","6.69733","9.49314","10.79756"
"INTL.4701-34-MLI-BDOLPPP.A","        Mali","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","9.174241","10.25367","11.6164","12.97913","12.4527","12.93155","13.6279","13.749","14.60167","15.19916","16.189","16.93663","16.92613","19.52925","20.13538","21.97171","22.31464","23.77283","24.8813","25.75004","26.97961","28.24193","29.77056","30.73507","30.47865","31.17809","33.38638","35.447","37.52183","39.51263","41.38789","43.35645","42.82075","44.16587","44.57169"
"INTL.4701-34-MLT-BDOLPPP.A","        Malta","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","5.374963","5.818768","6.188605","6.570771","6.878968","7.174837","7.384412","8.074774","8.395299","8.80212","9.110317","9.480155","10.07189","9.958959","10.21419","10.62723","10.64741","11.00357","11.28315","11.82397","12.27654","12.13692","12.81036","12.87275","13.40005","14.13171","15.21302","16.674","17.23984","19.11203","20.29226","21.71954","19.86821","22.1903","23.71283"
"INTL.4701-34-MTQ-BDOLPPP.A","        Martinique","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","3.105639","3.283902","2.653393","2.800125","2.863129","4.729889","4.86648","4.95302","5.181773","5.348106","5.538323","5.723619","5.764791","6.076089","6.142927","6.357929","6.605888","6.896547","7.08965","7.153458","7.131997","6.668417","6.975165","7.044916","7.044916","7.009691","7.107827","7.136258","7.05776","7.071875","7.156737","7.256932","6.973912","6.786633","6.826134"
"INTL.4701-34-MRT-BDOLPPP.A","        Mauritania","6.564869","6.791375","6.632463","6.880208","6.658192","6.857589","7.249404","7.38717","7.514258","7.873258","7.733799","7.872086","8.01962","8.490666","8.230789","9.039033","9.564999","9.178127","9.433073","9.779563","9.3964","9.321277","9.450052","10.10478","10.58301","11.48958","13.59599","13.32822","13.2841","13.2971","13.64551","14.21491","14.85032","15.46673","16.12791","16.995","17.20929","18.2884","19.16116","20.17606","19.9867","20.47545","21.5528"
"INTL.4701-34-MUS-BDOLPPP.A","        Mauritius","4.537008","4.803891","5.067964","5.087415","5.32644","5.696867","6.251857","6.807712","7.270048","7.594667","8.140475","8.501541","9.055221","9.515414","9.908984","10.33386","10.91129","11.53187","12.23208","12.55145","13.58102","14.03565","14.26232","15.10742","15.76158","16.04174","16.8611","17.82673","18.78712","19.40987","20.2595","21.08558","21.82276","22.52655","23.40756","24.276","25.25442","26.21669","27.24472","28.04696","23.89815","24.78581","26.57951"
"INTL.4701-34-MEX-BDOLPPP.A","        Mexico","984.7542","1068.842","1063.266","1026.116","1061.065","1084.122","1050.378","1068.617","1082.147","1126.842","1185.036","1234.732","1278.803","1311.171","1375.846","1289.308","1373.519","1470.582","1546.96","1589.367","1664.125","1660.81","1660.018","1684.363","1746.659","1790.445","1870.952","1913.624","1931.34","1833.253","1927.22","1997.978","2066.567","2099.236","2159.186","2230.738","2284.176","2337.514","2388.531","2384.063","2189.02","2297.256","2367.457"
"INTL.4701-34-FSM-BDOLPPP.A","        Micronesia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4701-34-MDA-BDOLPPP.A","        Moldova","--","--","--","--","--","--","--","--","--","--","--","--","0.000001","0.000001","0.000001","15.01238","14.13009","14.36284","13.4232","12.97107","13.24446","14.05786","15.15573","16.15955","17.34942","18.65087","19.54325","20.12924","21.70689","20.40673","21.8544","23.12593","22.98955","25.06869","26.32203","26.233","27.38959","28.67438","29.90779","31.00942","28.84836","32.8422","32.9281"
"INTL.4701-34-MNG-BDOLPPP.A","        Mongolia","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","8.593068","8.953978","8.730128","7.92707","7.17706","6.961337","7.122307","8.286221","8.481193","8.820301","9.131872","9.425526","9.525083","9.624708","9.9945","10.60609","11.73302","12.5841","13.66083","15.06079","16.40125","16.19319","17.22391","18.91093","21.12408","24.33858","28.62878","31.928","32.41063","34.21359","36.80769","38.81994","37.12682","37.72926","38.77321"
"INTL.4701-34-MNE-BDOLPPP.A","        Montenegro","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","8.38834","8.958746","9.603778","9.046761","9.291021","9.588334","9.32945","9.655979","9.829787","10.164","10.45875","10.95032","11.50878","11.98064","10.14761","11.46679","11.8788"
"INTL.4701-34-MSR-BDOLPPP.A","        Montserrat","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4701-34-MAR-BDOLPPP.A","        Morocco","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","98.95469","101.7712","105.2434","112.8378","110.4708","109.6527","121.2627","114.7079","128.9005","126.8888","136.0737","136.7942","138.9731","149.4682","154.4246","164.179","172.0617","177.188","190.9374","195.9036","207.5077","216.3138","224.5675","236.3477","243.4618","254.5039","258.5366","269.769","271.1749","284.8908","293.6246","302.113","280.4001","302.635","306.5923"
"INTL.4701-34-MOZ-BDOLPPP.A","        Mozambique","5.904697","6.199931","5.772136","4.865911","4.549626","4.595123","4.489436","5.149382","5.57163","5.933787","5.993125","6.288312","5.903172","6.528822","6.955375","7.112549","7.909335","8.803174","9.677439","10.80956","10.93714","12.2591","13.3981","14.31969","15.4533","16.48031","18.07797","19.47535","20.90051","22.22105","23.66593","25.42133","27.26652","29.16526","31.32306","33.42898","34.70738","36.03852","37.25925","38.11269","37.65771","38.53806","40.09716"
"INTL.4701-34-NAM-BDOLPPP.A","        Namibia","--","--","--","--","--","--","--","--","--","--","8.454487","9.144967","9.802404","9.647485","9.814373","10.19704","10.52255","10.96658","11.32749","11.70914","12.1181","12.26089","12.84803","13.39269","15.03595","15.41625","16.50659","17.39379","17.85468","17.90744","18.98901","19.95578","20.96588","22.25243","23.60827","24.61499","24.62342","24.37039","24.62865","24.42198","22.45927","23.05585","23.95205"
"INTL.4701-34-NRU-BDOLPPP.A","        Nauru","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4701-34-NPL-BDOLPPP.A","        Nepal","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","25.78624","26.86355","28.3914","29.90351","30.96734","32.94009","34.87914","36.3288","38.30224","39.79773","41.18404","43.44859","46.01319","46.97471","47.77178","49.98612","52.04591","53.78818","55.5119","58.22185","61.3882","64.27046","66.78244","69.40005","72.18284","75.68504","79.73541","80.943","84.63379","92.1268","99.19757","100.7285","100.9708","106.4979","111.1516"
"INTL.4701-34-NLD-BDOLPPP.A","        Netherlands","410.7785","408.6683","403.4254","410.518","423.3188","434.5639","448.1476","456.4391","477.3672","498.7559","519.5939","532.3305","540.79","547.6256","564.1012","582.4536","599.8478","626.8807","655.4581","687.7511","717.1942","733.9179","735.5182","737.0814","750.0589","765.4737","793.1648","823.061","840.9824","810.0922","820.6371","833.2577","824.6674","823.9809","835.7779","852.1349","870.3861","896.5731","917.3381","934.8929","898.6178","942.3855","984.9629"
"INTL.4701-34-NLDA-BDOLPPP.A","        Netherlands Antilles","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","1.617572","1.743743","1.769899","1.801757","1.859395","1.944427","2.050379","2.082742","2.111678","2.137489","2.070933","2.033482","1.992507","2.020588","2.02867","2.063158","2.087915","2.110883","2.145415","2.198406","2.246509","2.234572","2.236411","2.250112","2.246887","2.228806","2.203044","2.20901","2.189293","2.151218","2.104603","2.03364","1.658675","1.671679","1.794905"
"INTL.4701-34-NCL-BDOLPPP.A","        New Caledonia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4701-34-NZL-BDOLPPP.A","        New Zealand","66.8885","70.0028","70.6536","73.12065","76.62556","77.86338","79.9699","80.88391","81.98648","83.23234","84.09194","82.18642","83.04223","86.98581","93.00607","96.85496","100.491","103.5576","104.3543","109.2075","113.5964","116.3153","122.2712","127.681","133.4869","136.7171","140.1729","145.6259","145.0738","145.5911","148.6447","151.2145","155.1967","158.6222","163.8397","170.5885","177.6236","184.8125","192.5042","198.6714","196.8666","207.9286","213.6388"
"INTL.4701-34-NIC-BDOLPPP.A","        Nicaragua","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","13.55083","13.52513","13.57742","13.5244","13.97553","14.80185","15.74111","16.3655","16.97294","18.16715","18.91229","19.47225","19.61906","20.1136","21.18208","22.08917","23.00634","24.16733","25.0231","24.1811","25.24655","26.84915","28.59136","30.00903","31.44579","32.94499","34.4547","36.04758","34.84561","33.50752","32.89183","36.32018","37.76282"
"INTL.4701-34-NER-BDOLPPP.A","        Niger","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","9.165704","9.253424","9.132347","9.092212","9.274125","9.303953","9.476523","9.709386","9.719145","9.867604","10.85166","10.82783","10.69698","11.47445","12.03882","12.30014","12.34488","13.24999","14.03586","14.47697","15.59624","15.90233","17.26646","17.67356","19.53794","20.57641","21.94312","22.907","24.22207","25.4335","27.26746","28.88753","29.9217","30.32626","30.90801"
"INTL.4701-34-NGA-BDOLPPP.A","        Nigeria","0.000004","278.4529","259.5087","231.1598","228.5808","242.0969","242.2445","249.9966","268.3314","273.4817","305.6893","306.7848","320.9926","314.46","308.7528","308.5284","321.474","330.916","339.4578","341.4407","358.5671","379.786","438.004","470.185","513.6798","546.7531","579.8832","618.1041","659.9156","712.9524","781.3034","819.8595","854.6879","900.3544","957.1074","982.9261","967.5388","975.02","993.8489","1015.876","997.4886","1033.546","1067.352"
"INTL.4701-34-NIU-BDOLPPP.A","        Niue","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4701-34-PRK-BDOLPPP.A","        North Korea","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","46.86973","47.52592","45.48231","43.47327","40.39362","38.58444","37.77002","36.11781","34.90696","32.64381","32.34866","34.31484","34.45625","35.75047","36.17988","36.8377","37.60252","39.01671","38.61649","38.15825","39.34055","38.98307","38.79894","39.10817","39.61988","40.04452","40.46225","39.99999","41.54742","40.10053","38.43721","38.57302","36.82477","36.78456","37.4433"
"INTL.4701-34-MKD-BDOLPPP.A","        North Macedonia","--","--","--","--","--","--","--","--","--","--","--","--","18.29962","16.92715","16.62246","16.43961","16.63689","16.86981","17.44338","18.19345","19.01215","18.429","18.70427","19.11999","20.01368","20.95914","22.03582","23.4623","24.74616","24.65742","25.4856","26.08193","25.96295","26.72243","27.69222","28.76","29.57914","29.89912","30.76039","31.96319","30.01002","31.19969","31.85945"
"INTL.4701-34-MNP-BDOLPPP.A","        Northern Mariana Islands","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.284","1.239","1.21","1.061","0.99","0.938","0.939","0.795","0.799","0.733","0.751","0.782","0.845","0.931","1.25","1.601","1.323","NA","NA","NA","NA"
"INTL.4701-34-NOR-BDOLPPP.A","        Norway","131.6618","133.7562","134.0104","139.3378","147.8489","156.0495","162.3572","165.2314","164.8598","166.6128","169.7945","175.044","181.3048","186.4536","195.9357","204.3724","214.6142","225.9505","231.9672","236.9035","244.6249","249.6327","253.1462","255.5071","265.664","272.7246","279.5786","287.6281","288.9185","283.3368","285.5634","288.7218","296.5884","299.5987","307.5411","313.2413","315.4473","324.6683","328.5494","332.1988","326.0517","339.1012","349.9457"
"INTL.4701-34-OMN-BDOLPPP.A","        Oman","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","49.67031","51.15216","55.43909","58.78639","63.7804","67.69917","70.30246","73.69749","75.83095","80.51533","82.69193","82.93802","88.07388","92.13688","91.41437","89.40812","91.18959","93.72416","98.10091","102.987","112.2044","118.9164","121.856","125.3833","136.4961","143.6318","145.4878","152.787","160.4973","160.9853","163.0574","161.217","155.7684","160.5849","167.2525"
"INTL.4701-34-PAK-BDOLPPP.A","        Pakistan","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","326.1249","342.3008","357.5625","377.0644","406.6068","411.7209","427.1087","448.3043","470.0318","474.7998","486.9082","504.7298","531.4463","550.3361","564.1404","596.731","641.7655","683.6008","723.9262","758.9123","771.8244","793.6799","806.4319","828.5958","857.6549","895.3614","937.2169","981.558","1035.806","1081.72","1148.264","1176.943","1161.948","1237.324","1313.892"
"INTL.4701-34-PSE-BDOLPPP.A","        Palestinian Territories","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","5.594005","6.395855","6.92547","6.332956","5.74329","5.026046","5.730478","6.986856","7.775718","7.698229","7.989858","8.58344","9.321057","9.859568","10.80617","11.46496","12.00365","11.9847","12.43069","13.53262","13.7247","13.89311","14.08243","12.48851","13.36901","13.66993"
"INTL.4701-34-PAN-BDOLPPP.A","        Panama","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","20.82958","21.17279","22.89858","25.05008","27.09175","28.56695","29.40376","29.87784","32.09683","34.16895","36.69714","38.09959","39.16384","39.37184","40.28082","41.95684","45.12592","48.35969","52.47959","58.82388","64.62147","65.42471","69.23766","77.07072","84.60712","90.44834","95.03084","100.479","105.4559","111.3521","115.456","118.8963","97.56047","112.5222","119.0519"
"INTL.4701-34-PNG-BDOLPPP.A","        Papua New Guinea","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","9.754844","9.615578","9.327513","10.2163","11.63117","13.7483","14.56525","14.08278","15.01167","14.05932","14.7176","14.99065","14.62274","14.61652","14.90979","15.56386","15.65212","16.26714","16.6402","17.94066","17.88747","19.1039","21.03882","21.27184","22.26249","23.11402","26.24454","27.97099","29.50648","30.54942","30.46411","32.24924","30.99007","31.32737","32.56307"
"INTL.4701-34-PRY-BDOLPPP.A","        Paraguay","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","31.34437","33.37334","34.81907","35.98582","36.53136","38.36852","40.43507","43.19388","43.87366","45.735","45.76612","45.14092","44.0963","43.7285","43.71915","45.60814","47.45865","48.47118","50.80125","53.5555","57.03462","56.88568","63.19728","65.90615","65.4395","70.86645","74.62326","76.82998","80.1091","83.9624","86.65277","86.30456","85.59705","89.10859","88.09747"
"INTL.4701-34-PER-BDOLPPP.A","        Peru","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","135.03","118.11","112.6377","114.8473","114.2117","120.0902","134.7562","144.6418","148.6229","158.2362","157.7419","160.0877","164.4825","165.4712","174.5072","181.7585","190.6599","202.5065","217.6741","236.1444","257.8174","260.8018","282.4978","300.4434","318.8774","337.4706","345.6912","356.8229","370.9442","380.1935","395.2612","404.1886","359.5905","408.6744","419.8113"
"INTL.4701-34-PHL-BDOLPPP.A","        Philippines","217.9599","222.422","230.648","235.0233","218.4792","203.495","210.6391","219.8267","234.5484","249.0527","256.7301","255.6098","256.6773","262.2777","273.7489","286.4103","303.195","318.9199","317.2804","327.8981","342.2682","352.7047","365.8122","384.4208","409.6742","429.9224","452.7788","482.2968","503.2501","510.5388","547.9843","569.1268","608.3791","649.448","690.6748","734.5211","787.0353","841.5846","894.9536","949.7116","859.3152","908.3232","977.349"
"INTL.4701-34-POL-BDOLPPP.A","        Poland","NA","NA","NA","NA","NA","NA","NA","NA","NA","474.2836","419.3489","389.9297","399.7358","414.6794","436.6274","466.885","493.3667","523.9804","547.7744","572.6206","599.3163","607.9782","619.7608","641.7101","674.6594","697.9032","741.6855","794.0222","828.3006","850.4111","881.0524","925.4526","940.4487","952.7132","983.7962","1020.714","1051.861","1102.635","1161.079","1211.138","1186.298","1266.586","1333.047"
"INTL.4701-34-PRT-BDOLPPP.A","        Portugal","177.6303","177.6303","177.6303","177.6303","177.6303","177.6303","181.7738","191.912","196.7921","207.4822","217.3816","222.6823","226.9066","223.7879","229.3219","243.9734","252.5229","263.6358","276.3115","287.1058","298.0622","303.8554","306.198","303.3488","308.7748","311.1891","316.2458","324.1728","325.2077","315.0546","320.5292","315.0924","302.3083","299.5189","301.8918","307.3017","313.5076","324.5003","333.7462","342.7","314.2538","331.5467","353.8467"
"INTL.4701-34-PRI-BDOLPPP.A","        Puerto Rico","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","44.9394","47.15791","48.9401","50.06414","52.3492","54.78215","57.07461","59.67024","61.05311","64.03329","67.5755","71.21384","73.54327","78.18732","78.90463","78.94161","81.33759","79.72147","78.59786","77.68403","76.25132","74.76258","74.45362","74.18669","74.20841","73.98071","73.10009","72.33294","71.41938","69.35823","66.12642","66.91178","63.42722","65.51104","67.50766"
"INTL.4701-34-QAT-BDOLPPP.A","        Qatar","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","23.71202","25.18729","26.04763","25.61489","28.51695","28.13895","28.53825","29.22299","30.50137","39.65534","44.10357","45.99321","49.68581","51.62284","55.3305","57.38839","68.41805","73.5444","92.79129","109.4803","128.8183","144.2205","172.4767","195.5458","204.7953","216.174","227.7054","238.529","245.8378","242.1562","245.1464","247.046","238.0522","241.6786","251.6313"
"INTL.4701-34-REU-BDOLPPP.A","        Reunion","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","8.767796","8.546847","10.67501","10.93121","12.1883","11.06576","11.23175","11.97304","12.22448","12.92127","13.51565","14.38064","15.31619","15.85279","16.65024","17.21449","18.02925","18.87282","19.61833","20.73437","21.0009","20.33589","20.38004","21.01183","21.02281","21.17939","21.82629","22.43743","23.13299","23.87325","24.2791","24.81324","23.77108","25.36374","26.10875"
